coll	mtype	dt	op	count	size_bytes	time_avg_us	time_min_us	time_max_us	bus_bw_avg_gbs	bus_bw_min_gbs	bus_bw_max_gbs	eff_bw_gbs
reduce	cuda-mng	int64	max	4194304	33554432	33.58	33.58	33.58	999.39	999.39	999.39	999.24
reduce	cuda-mng	int64	max	8388608	67108864	55.86	55.86	55.86	1201.38	1201.38	1201.38	1201.38
reduce	cuda-mng	int64	max	16777216	134217728	100.02	100.02	100.02	1341.91	1341.91	1341.91	1341.91
reduce	cuda-mng	int64	max	33554432	268435456	189.34	189.34	189.34	1417.78	1417.78	1417.78	1417.74
reduce	cuda-mng	int64	max	67108864	536870912	370.86	370.86	370.86	1447.66	1447.66	1447.66	1447.64
allreduce	cuda	float32	sum	1024	4096	8.51	8.51	8.51	0.00	0.00	0.00	0.48
allreduce	cuda	float32	sum	2048	8192	8.40	8.40	8.40	0.00	0.00	0.00	0.98
allreduce	cuda	float32	sum	4096	16384	8.33	8.33	8.33	0.00	0.00	0.00	1.97
allreduce	cuda	float32	sum	8192	32768	8.37	8.37	8.37	0.00	0.00	0.00	3.91
allreduce	cuda	float32	sum	16384	65536	8.38	8.38	8.38	0.00	0.00	0.00	7.82
allreduce	cuda	float32	sum	32768	131072	8.44	8.44	8.44	0.00	0.00	0.00	15.53
allreduce	cuda	float32	sum	65536	262144	8.43	8.43	8.43	0.00	0.00	0.00	31.10
allreduce	cuda	float32	sum	131072	524288	8.63	8.63	8.63	0.00	0.00	0.00	60.75
allreduce	cuda	float32	sum	262144	1048576	8.54	8.54	8.54	0.00	0.00	0.00	122.78
allreduce	cuda	float32	sum	524288	2097152	8.74	8.74	8.74	0.00	0.00	0.00	239.95
allreduce	cuda	float32	sum	1048576	4194304	9.78	9.78	9.78	0.00	0.00	0.00	428.87
allreduce	cuda	float32	sum	2097152	8388608	10.86	10.86	10.86	0.00	0.00	0.00	772.43
allreduce	cuda	float32	sum	4194304	16777216	15.12	15.12	15.12	0.00	0.00	0.00	1109.60
allreduce	cuda	float32	sum	8388608	33554432	31.18	31.18	31.18	0.00	0.00	0.00	1076.15
allreduce	cuda	float32	sum	16777216	67108864	53.41	53.41	53.41	0.00	0.00	0.00	1256.49
allreduce	cuda	float32	sum	33554432	134217728	97.44	97.44	97.44	0.00	0.00	0.00	1377.44
allreduce	cuda	float32	sum	67108864	268435456	185.00	185.00	185.00	0.00	0.00	0.00	1451.00
allreduce	cuda	float32	prod	1024	4096	12.05	12.05	12.05	0.00	0.00	0.00	0.34
allreduce	cuda	float32	prod	2048	8192	12.06	12.06	12.06	0.00	0.00	0.00	0.68
allreduce	cuda	float32	prod	4096	16384	12.05	12.05	12.05	0.00	0.00	0.00	1.36
allreduce	cuda	float32	prod	8192	32768	12.04	12.04	12.04	0.00	0.00	0.00	2.72
allreduce	cuda	float32	prod	16384	65536	12.02	12.02	12.02	0.00	0.00	0.00	5.45
allreduce	cuda	float32	prod	32768	131072	12.13	12.13	12.13	0.00	0.00	0.00	10.81
allreduce	cuda	float32	prod	65536	262144	12.24	12.24	12.24	0.00	0.00	0.00	21.42
allreduce	cuda	float32	prod	131072	524288	12.25	12.25	12.25	0.00	0.00	0.00	42.80
allreduce	cuda	float32	prod	262144	1048576	12.26	12.26	12.26	0.00	0.00	0.00	85.53
allreduce	cuda	float32	prod	524288	2097152	12.41	12.41	12.41	0.00	0.00	0.00	168.99
allreduce	cuda	float32	prod	1048576	4194304	13.41	13.41	13.41	0.00	0.00	0.00	312.77
allreduce	cuda	float32	prod	2097152	8388608	14.55	14.55	14.55	0.00	0.00	0.00	576.54
allreduce	cuda	float32	prod	4194304	16777216	18.91	18.91	18.91	0.00	0.00	0.00	887.21
allreduce	cuda	float32	prod	8388608	33554432	34.96	34.96	34.96	0.00	0.00	0.00	959.79
allreduce	cuda	float32	prod	16777216	67108864	57.10	57.10	57.10	0.00	0.00	0.00	1175.29
allreduce	cuda	float32	prod	33554432	134217728	100.68	100.68	100.68	0.00	0.00	0.00	1333.11
allreduce	cuda	float32	prod	67108864	268435456	189.13	189.13	189.13	0.00	0.00	0.00	1419.32
allreduce	cuda	float32	min	1024	4096	8.47	8.47	8.47	0.00	0.00	0.00	0.48
allreduce	cuda	float32	min	2048	8192	8.26	8.26	8.26	0.00	0.00	0.00	0.99
allreduce	cuda	float32	min	4096	16384	8.57	8.57	8.57	0.00	0.00	0.00	1.91
allreduce	cuda	float32	min	8192	32768	8.29	8.29	8.29	0.00	0.00	0.00	3.95
allreduce	cuda	float32	min	16384	65536	8.28	8.28	8.28	0.00	0.00	0.00	7.91
allreduce	cuda	float32	min	32768	131072	8.32	8.32	8.32	0.00	0.00	0.00	15.75
allreduce	cuda	float32	min	65536	262144	8.31	8.31	8.31	0.00	0.00	0.00	31.55
allreduce	cuda	float32	min	131072	524288	8.52	8.52	8.52	0.00	0.00	0.00	61.54
allreduce	cuda	float32	min	262144	1048576	8.44	8.44	8.44	0.00	0.00	0.00	124.24
allreduce	cuda	float32	min	524288	2097152	8.71	8.71	8.71	0.00	0.00	0.00	240.78
allreduce	cuda	float32	min	1048576	4194304	9.63	9.63	9.63	0.00	0.00	0.00	435.55
allreduce	cuda	float32	min	2097152	8388608	10.78	10.78	10.78	0.00	0.00	0.00	778.16
allreduce	cuda	float32	min	4194304	16777216	15.06	15.06	15.06	0.00	0.00	0.00	1114.02
allreduce	cuda	float32	min	8388608	33554432	31.15	31.15	31.15	0.00	0.00	0.00	1077.19
allreduce	cuda	float32	min	16777216	67108864	53.62	53.62	53.62	0.00	0.00	0.00	1251.56
allreduce	cuda	float32	min	33554432	134217728	97.08	97.08	97.08	0.00	0.00	0.00	1382.55
allreduce	cuda	float32	min	67108864	268435456	184.90	184.90	184.90	0.00	0.00	0.00	1451.79
allreduce	cuda	float32	max	1024	4096	12.94	12.94	12.94	0.00	0.00	0.00	0.32
allreduce	cuda	float32	max	2048	8192	12.69	12.69	12.69	0.00	0.00	0.00	0.65
allreduce	cuda	float32	max	4096	16384	12.38	12.38	12.38	0.00	0.00	0.00	1.32
allreduce	cuda	float32	max	8192	32768	12.43	12.43	12.43	0.00	0.00	0.00	2.64
allreduce	cuda	float32	max	16384	65536	12.70	12.70	12.70	0.00	0.00	0.00	5.16
allreduce	cuda	float32	max	32768	131072	12.87	12.87	12.87	0.00	0.00	0.00	10.18
allreduce	cuda	float32	max	65536	262144	12.81	12.81	12.81	0.00	0.00	0.00	20.46
allreduce	cuda	float32	max	131072	524288	13.11	13.11	13.11	0.00	0.00	0.00	39.99
allreduce	cuda	float32	max	262144	1048576	12.96	12.96	12.96	0.00	0.00	0.00	80.91
allreduce	cuda	float32	max	524288	2097152	13.44	13.44	13.44	0.00	0.00	0.00	156.04
allreduce	cuda	float32	max	1048576	4194304	14.29	14.29	14.29	0.00	0.00	0.00	293.51
allreduce	cuda	float32	max	2097152	8388608	15.54	15.54	15.54	0.00	0.00	0.00	539.81
allreduce	cuda	float32	max	4194304	16777216	19.86	19.86	19.86	0.00	0.00	0.00	844.77
allreduce	cuda	float32	max	8388608	33554432	36.03	36.03	36.03	0.00	0.00	0.00	931.29
allreduce	cuda	float32	max	16777216	67108864	58.00	58.00	58.00	0.00	0.00	0.00	1157.05
allreduce	cuda	float32	max	33554432	134217728	100.93	100.93	100.93	0.00	0.00	0.00	1329.81
allreduce	cuda	float32	max	67108864	268435456	189.60	189.60	189.60	0.00	0.00	0.00	1415.80
allreduce	cuda	float64	sum	1024	8192	10.34	10.34	10.34	0.00	0.00	0.00	0.79
allreduce	cuda	float64	sum	2048	16384	10.18	10.18	10.18	0.00	0.00	0.00	1.61
allreduce	cuda	float64	sum	4096	32768	10.24	10.24	10.24	0.00	0.00	0.00	3.20
allreduce	cuda	float64	sum	8192	65536	10.30	10.30	10.30	0.00	0.00	0.00	6.36
allreduce	cuda	float64	sum	16384	131072	10.36	10.36	10.36	0.00	0.00	0.00	12.65
allreduce	cuda	float64	sum	32768	262144	10.42	10.42	10.42	0.00	0.00	0.00	25.16
allreduce	cuda	float64	sum	65536	524288	10.62	10.62	10.62	0.00	0.00	0.00	49.37
allreduce	cuda	float64	sum	131072	1048576	15.12	15.12	15.12	0.00	0.00	0.00	69.35
allreduce	cuda	float64	sum	262144	2097152	10.88	10.88	10.88	0.00	0.00	0.00	192.75
allreduce	cuda	float64	sum	524288	4194304	11.85	11.85	11.85	0.00	0.00	0.00	353.95
allreduce	cuda	float64	sum	1048576	8388608	12.86	12.86	12.86	0.00	0.00	0.00	652.30
allreduce	cuda	float64	sum	2097152	16777216	17.20	17.20	17.20	0.00	0.00	0.00	975.42
allreduce	cuda	float64	sum	4194304	33554432	33.41	33.41	33.41	0.00	0.00	0.00	1004.32
allreduce	cuda	float64	sum	8388608	67108864	55.53	55.53	55.53	0.00	0.00	0.00	1208.52
allreduce	cuda	float64	sum	16777216	134217728	99.11	99.11	99.11	0.00	0.00	0.00	1354.23
allreduce	cuda	float64	sum	33554432	268435456	187.21	187.21	187.21	0.00	0.00	0.00	1433.87
allreduce	cuda	float64	sum	67108864	536870912	366.25	366.25	366.25	0.00	0.00	0.00	1465.86
allreduce	cuda	float64	prod	1024	8192	12.25	12.25	12.25	0.00	0.00	0.00	0.67
allreduce	cuda	float64	prod	2048	16384	12.01	12.01	12.01	0.00	0.00	0.00	1.36
allreduce	cuda	float64	prod	4096	32768	11.98	11.98	11.98	0.00	0.00	0.00	2.74
allreduce	cuda	float64	prod	8192	65536	11.99	11.99	11.99	0.00	0.00	0.00	5.47
allreduce	cuda	float64	prod	16384	131072	12.07	12.07	12.07	0.00	0.00	0.00	10.86
allreduce	cuda	float64	prod	32768	262144	12.03	12.03	12.03	0.00	0.00	0.00	21.79
allreduce	cuda	float64	prod	65536	524288	12.19	12.19	12.19	0.00	0.00	0.00	43.01
allreduce	cuda	float64	prod	131072	1048576	12.08	12.08	12.08	0.00	0.00	0.00	86.80
allreduce	cuda	float64	prod	262144	2097152	11.24	11.24	11.24	0.00	0.00	0.00	186.58
allreduce	cuda	float64	prod	524288	4194304	11.86	11.86	11.86	0.00	0.00	0.00	353.65
allreduce	cuda	float64	prod	1048576	8388608	13.06	13.06	13.06	0.00	0.00	0.00	642.31
allreduce	cuda	float64	prod	2097152	16777216	17.15	17.15	17.15	0.00	0.00	0.00	978.26
allreduce	cuda	float64	prod	4194304	33554432	33.41	33.41	33.41	0.00	0.00	0.00	1004.32
allreduce	cuda	float64	prod	8388608	67108864	55.15	55.15	55.15	0.00	0.00	0.00	1216.84
allreduce	cuda	float64	prod	16777216	134217728	98.45	98.45	98.45	0.00	0.00	0.00	1363.31
allreduce	cuda	float64	prod	33554432	268435456	186.48	186.48	186.48	0.00	0.00	0.00	1439.49
allreduce	cuda	float64	prod	67108864	536870912	371.50	371.50	371.50	0.00	0.00	0.00	1445.14
allreduce	cuda	float64	min	1024	8192	8.29	8.29	8.29	0.00	0.00	0.00	0.99
allreduce	cuda	float64	min	2048	16384	8.56	8.56	8.56	0.00	0.00	0.00	1.91
allreduce	cuda	float64	min	4096	32768	8.43	8.43	8.43	0.00	0.00	0.00	3.89
allreduce	cuda	float64	min	8192	65536	8.35	8.35	8.35	0.00	0.00	0.00	7.85
allreduce	cuda	float64	min	16384	131072	8.38	8.38	8.38	0.00	0.00	0.00	15.64
allreduce	cuda	float64	min	32768	262144	8.38	8.38	8.38	0.00	0.00	0.00	31.28
allreduce	cuda	float64	min	65536	524288	8.60	8.60	8.60	0.00	0.00	0.00	60.96
allreduce	cuda	float64	min	131072	1048576	8.48	8.48	8.48	0.00	0.00	0.00	123.65
allreduce	cuda	float64	min	262144	2097152	8.72	8.72	8.72	0.00	0.00	0.00	240.50
allreduce	cuda	float64	min	524288	4194304	9.74	9.74	9.74	0.00	0.00	0.00	430.63
allreduce	cuda	float64	min	1048576	8388608	10.78	10.78	10.78	0.00	0.00	0.00	778.16
allreduce	cuda	float64	min	2097152	16777216	15.12	15.12	15.12	0.00	0.00	0.00	1109.60
allreduce	cuda	float64	min	4194304	33554432	31.32	31.32	31.32	0.00	0.00	0.00	1071.34
allreduce	cuda	float64	min	8388608	67108864	53.42	53.42	53.42	0.00	0.00	0.00	1256.25
allreduce	cuda	float64	min	16777216	134217728	97.22	97.22	97.22	0.00	0.00	0.00	1380.56
allreduce	cuda	float64	min	33554432	268435456	184.97	184.97	184.97	0.00	0.00	0.00	1451.24
allreduce	cuda	float64	min	67108864	536870912	363.74	363.74	363.74	0.00	0.00	0.00	1475.97
allreduce	cuda	float64	max	1024	8192	12.54	12.54	12.54	0.00	0.00	0.00	0.65
allreduce	cuda	float64	max	2048	16384	12.05	12.05	12.05	0.00	0.00	0.00	1.36
allreduce	cuda	float64	max	4096	32768	12.06	12.06	12.06	0.00	0.00	0.00	2.72
allreduce	cuda	float64	max	8192	65536	12.08	12.08	12.08	0.00	0.00	0.00	5.43
allreduce	cuda	float64	max	16384	131072	12.18	12.18	12.18	0.00	0.00	0.00	10.76
allreduce	cuda	float64	max	32768	262144	12.15	12.15	12.15	0.00	0.00	0.00	21.58
allreduce	cuda	float64	max	65536	524288	12.28	12.28	12.28	0.00	0.00	0.00	42.69
allreduce	cuda	float64	max	131072	1048576	12.30	12.30	12.30	0.00	0.00	0.00	85.25
allreduce	cuda	float64	max	262144	2097152	12.44	12.44	12.44	0.00	0.00	0.00	168.58
allreduce	cuda	float64	max	524288	4194304	13.55	13.55	13.55	0.00	0.00	0.00	309.54
allreduce	cuda	float64	max	1048576	8388608	14.52	14.52	14.52	0.00	0.00	0.00	577.73
allreduce	cuda	float64	max	2097152	16777216	19.03	19.03	19.03	0.00	0.00	0.00	881.62
allreduce	cuda	float64	max	4194304	33554432	35.35	35.35	35.35	0.00	0.00	0.00	949.21
allreduce	cuda	float64	max	8388608	67108864	57.06	57.06	57.06	0.00	0.00	0.00	1176.11
allreduce	cuda	float64	max	16777216	134217728	100.19	100.19	100.19	0.00	0.00	0.00	1339.63
allreduce	cuda	float64	max	33554432	268435456	188.75	188.75	188.75	0.00	0.00	0.00	1422.17
allreduce	cuda	float64	max	67108864	536870912	367.87	367.87	367.87	0.00	0.00	0.00	1459.40
allreduce	cuda	int32	sum	1024	4096	8.24	8.24	8.24	0.00	0.00	0.00	0.50
allreduce	cuda	int32	sum	2048	8192	8.25	8.25	8.25	0.00	0.00	0.00	0.99
allreduce	cuda	int32	sum	4096	16384	8.36	8.36	8.36	0.00	0.00	0.00	1.96
allreduce	cuda	int32	sum	8192	32768	8.27	8.27	8.27	0.00	0.00	0.00	3.96
allreduce	cuda	int32	sum	16384	65536	8.26	8.26	8.26	0.00	0.00	0.00	7.93
allreduce	cuda	int32	sum	32768	131072	8.34	8.34	8.34	0.00	0.00	0.00	15.72
allreduce	cuda	int32	sum	65536	262144	8.36	8.36	8.36	0.00	0.00	0.00	31.36
allreduce	cuda	int32	sum	131072	524288	8.46	8.46	8.46	0.00	0.00	0.00	61.97
allreduce	cuda	int32	sum	262144	1048576	8.43	8.43	8.43	0.00	0.00	0.00	124.39
allreduce	cuda	int32	sum	524288	2097152	8.65	8.65	8.65	0.00	0.00	0.00	242.45
allreduce	cuda	int32	sum	1048576	4194304	9.59	9.59	9.59	0.00	0.00	0.00	437.36
allreduce	cuda	int32	sum	2097152	8388608	10.77	10.77	10.77	0.00	0.00	0.00	778.89
allreduce	cuda	int32	sum	4194304	16777216	14.99	14.99	14.99	0.00	0.00	0.00	1119.23
allreduce	cuda	int32	sum	8388608	33554432	31.19	31.19	31.19	0.00	0.00	0.00	1075.81
allreduce	cuda	int32	sum	16777216	67108864	53.34	53.34	53.34	0.00	0.00	0.00	1258.13
allreduce	cuda	int32	sum	33554432	134217728	97.42	97.42	97.42	0.00	0.00	0.00	1377.72
allreduce	cuda	int32	sum	67108864	268435456	184.94	184.94	184.94	0.00	0.00	0.00	1451.47
allreduce	cuda	int32	prod	1024	4096	12.30	12.30	12.30	0.00	0.00	0.00	0.33
allreduce	cuda	int32	prod	2048	8192	12.00	12.00	12.00	0.00	0.00	0.00	0.68
allreduce	cuda	int32	prod	4096	16384	12.00	12.00	12.00	0.00	0.00	0.00	1.37
allreduce	cuda	int32	prod	8192	32768	12.02	12.02	12.02	0.00	0.00	0.00	2.73
allreduce	cuda	int32	prod	16384	65536	12.04	12.04	12.04	0.00	0.00	0.00	5.44
allreduce	cuda	int32	prod	32768	131072	12.11	12.11	12.11	0.00	0.00	0.00	10.82
allreduce	cuda	int32	prod	65536	262144	12.11	12.11	12.11	0.00	0.00	0.00	21.65
allreduce	cuda	int32	prod	131072	524288	12.37	12.37	12.37	0.00	0.00	0.00	42.38
allreduce	cuda	int32	prod	262144	1048576	12.21	12.21	12.21	0.00	0.00	0.00	85.88
allreduce	cuda	int32	prod	524288	2097152	12.66	12.66	12.66	0.00	0.00	0.00	165.65
allreduce	cuda	int32	prod	1048576	4194304	13.40	13.40	13.40	0.00	0.00	0.00	313.01
allreduce	cuda	int32	prod	2097152	8388608	14.62	14.62	14.62	0.00	0.00	0.00	573.78
allreduce	cuda	int32	prod	4194304	16777216	18.98	18.98	18.98	0.00	0.00	0.00	883.94
allreduce	cuda	int32	prod	8388608	33554432	35.15	35.15	35.15	0.00	0.00	0.00	954.61
allreduce	cuda	int32	prod	16777216	67108864	56.76	56.76	56.76	0.00	0.00	0.00	1182.33
allreduce	cuda	int32	prod	33554432	134217728	99.97	99.97	99.97	0.00	0.00	0.00	1342.58
allreduce	cuda	int32	prod	67108864	268435456	188.79	188.79	188.79	0.00	0.00	0.00	1421.87
allreduce	cuda	int32	min	1024	4096	12.10	12.10	12.10	0.00	0.00	0.00	0.34
allreduce	cuda	int32	min	2048	8192	12.10	12.10	12.10	0.00	0.00	0.00	0.68
allreduce	cuda	int32	min	4096	16384	11.99	11.99	11.99	0.00	0.00	0.00	1.37
allreduce	cuda	int32	min	8192	32768	12.01	12.01	12.01	0.00	0.00	0.00	2.73
allreduce	cuda	int32	min	16384	65536	12.03	12.03	12.03	0.00	0.00	0.00	5.45
allreduce	cuda	int32	min	32768	131072	12.10	12.10	12.10	0.00	0.00	0.00	10.83
allreduce	cuda	int32	min	65536	262144	12.21	12.21	12.21	0.00	0.00	0.00	21.47
allreduce	cuda	int32	min	131072	524288	12.13	12.13	12.13	0.00	0.00	0.00	43.22
allreduce	cuda	int32	min	262144	1048576	12.11	12.11	12.11	0.00	0.00	0.00	86.59
allreduce	cuda	int32	min	524288	2097152	12.30	12.30	12.30	0.00	0.00	0.00	170.50
allreduce	cuda	int32	min	1048576	4194304	13.36	13.36	13.36	0.00	0.00	0.00	313.94
allreduce	cuda	int32	min	2097152	8388608	14.54	14.54	14.54	0.00	0.00	0.00	576.93
allreduce	cuda	int32	min	4194304	16777216	18.88	18.88	18.88	0.00	0.00	0.00	888.62
allreduce	cuda	int32	min	8388608	33554432	34.95	34.95	34.95	0.00	0.00	0.00	960.07
allreduce	cuda	int32	min	16777216	67108864	56.87	56.87	56.87	0.00	0.00	0.00	1180.04
allreduce	cuda	int32	min	33554432	134217728	100.08	100.08	100.08	0.00	0.00	0.00	1341.10
allreduce	cuda	int32	min	67108864	268435456	188.52	188.52	188.52	0.00	0.00	0.00	1423.91
allreduce	cuda	int32	max	1024	4096	11.07	11.07	11.07	0.00	0.00	0.00	0.37
allreduce	cuda	int32	max	2048	8192	11.05	11.05	11.05	0.00	0.00	0.00	0.74
allreduce	cuda	int32	max	4096	16384	11.20	11.20	11.20	0.00	0.00	0.00	1.46
allreduce	cuda	int32	max	8192	32768	11.31	11.31	11.31	0.00	0.00	0.00	2.90
allreduce	cuda	int32	max	16384	65536	11.45	11.45	11.45	0.00	0.00	0.00	5.72
allreduce	cuda	int32	max	32768	131072	11.78	11.78	11.78	0.00	0.00	0.00	11.13
allreduce	cuda	int32	max	65536	262144	11.84	11.84	11.84	0.00	0.00	0.00	22.14
allreduce	cuda	int32	max	131072	524288	11.87	11.87	11.87	0.00	0.00	0.00	44.17
allreduce	cuda	int32	max	262144	1048576	12.89	12.89	12.89	0.00	0.00	0.00	81.35
allreduce	cuda	int32	max	524288	2097152	12.56	12.56	12.56	0.00	0.00	0.00	166.97
allreduce	cuda	int32	max	1048576	4194304	14.53	14.53	14.53	0.00	0.00	0.00	288.67
allreduce	cuda	int32	max	2097152	8388608	14.54	14.54	14.54	0.00	0.00	0.00	576.93
allreduce	cuda	int32	max	4194304	16777216	18.82	18.82	18.82	0.00	0.00	0.00	891.46
allreduce	cuda	int32	max	8388608	33554432	34.80	34.80	34.80	0.00	0.00	0.00	964.21
allreduce	cuda	int32	max	16777216	67108864	56.90	56.90	56.90	0.00	0.00	0.00	1179.42
allreduce	cuda	int32	max	33554432	134217728	100.49	100.49	100.49	0.00	0.00	0.00	1335.63
allreduce	cuda	int32	max	67108864	268435456	194.48	194.48	194.48	0.00	0.00	0.00	1380.27
allreduce	cuda	int64	sum	1024	8192	11.24	11.24	11.24	0.00	0.00	0.00	0.73
allreduce	cuda	int64	sum	2048	16384	10.60	10.60	10.60	0.00	0.00	0.00	1.55
allreduce	cuda	int64	sum	4096	32768	10.28	10.28	10.28	0.00	0.00	0.00	3.19
allreduce	cuda	int64	sum	8192	65536	10.08	10.08	10.08	0.00	0.00	0.00	6.50
allreduce	cuda	int64	sum	16384	131072	9.93	9.93	9.93	0.00	0.00	0.00	13.20
allreduce	cuda	int64	sum	32768	262144	9.84	9.84	9.84	0.00	0.00	0.00	26.64
allreduce	cuda	int64	sum	65536	524288	9.85	9.85	9.85	0.00	0.00	0.00	53.23
allreduce	cuda	int64	sum	131072	1048576	9.79	9.79	9.79	0.00	0.00	0.00	107.11
allreduce	cuda	int64	sum	262144	2097152	9.98	9.98	9.98	0.00	0.00	0.00	210.14
allreduce	cuda	int64	sum	524288	4194304	11.05	11.05	11.05	0.00	0.00	0.00	379.58
allreduce	cuda	int64	sum	1048576	8388608	12.11	12.11	12.11	0.00	0.00	0.00	692.70
allreduce	cuda	int64	sum	2097152	16777216	16.12	16.12	16.12	0.00	0.00	0.00	1040.77
allreduce	cuda	int64	sum	4194304	33554432	32.48	32.48	32.48	0.00	0.00	0.00	1033.08
allreduce	cuda	int64	sum	8388608	67108864	54.38	54.38	54.38	0.00	0.00	0.00	1234.07
allreduce	cuda	int64	sum	16777216	134217728	97.72	97.72	97.72	0.00	0.00	0.00	1373.49
allreduce	cuda	int64	sum	33554432	268435456	185.54	185.54	185.54	0.00	0.00	0.00	1446.78
allreduce	cuda	int64	sum	67108864	536870912	364.24	364.24	364.24	0.00	0.00	0.00	1473.95
allreduce	cuda	int64	prod	1024	8192	8.43	8.43	8.43	0.00	0.00	0.00	0.97
allreduce	cuda	int64	prod	2048	16384	8.51	8.51	8.51	0.00	0.00	0.00	1.93
allreduce	cuda	int64	prod	4096	32768	8.31	8.31	8.31	0.00	0.00	0.00	3.94
allreduce	cuda	int64	prod	8192	65536	8.31	8.31	8.31	0.00	0.00	0.00	7.89
allreduce	cuda	int64	prod	16384	131072	8.36	8.36	8.36	0.00	0.00	0.00	15.68
allreduce	cuda	int64	prod	32768	262144	8.35	8.35	8.35	0.00	0.00	0.00	31.39
allreduce	cuda	int64	prod	65536	524288	8.56	8.56	8.56	0.00	0.00	0.00	61.25
allreduce	cuda	int64	prod	131072	1048576	8.45	8.45	8.45	0.00	0.00	0.00	124.09
allreduce	cuda	int64	prod	262144	2097152	8.67	8.67	8.67	0.00	0.00	0.00	241.89
allreduce	cuda	int64	prod	524288	4194304	9.62	9.62	9.62	0.00	0.00	0.00	436.00
allreduce	cuda	int64	prod	1048576	8388608	10.74	10.74	10.74	0.00	0.00	0.00	781.06
allreduce	cuda	int64	prod	2097152	16777216	14.96	14.96	14.96	0.00	0.00	0.00	1121.47
allreduce	cuda	int64	prod	4194304	33554432	31.36	31.36	31.36	0.00	0.00	0.00	1069.98
allreduce	cuda	int64	prod	8388608	67108864	53.34	53.34	53.34	0.00	0.00	0.00	1258.13
allreduce	cuda	int64	prod	16777216	134217728	97.19	97.19	97.19	0.00	0.00	0.00	1380.98
allreduce	cuda	int64	prod	33554432	268435456	184.93	184.93	184.93	0.00	0.00	0.00	1451.55
allreduce	cuda	int64	prod	67108864	536870912	363.62	363.62	363.62	0.00	0.00	0.00	1476.46
allreduce	cuda	int64	min	1024	8192	8.40	8.40	8.40	0.00	0.00	0.00	0.98
allreduce	cuda	int64	min	2048	16384	8.25	8.25	8.25	0.00	0.00	0.00	1.99
allreduce	cuda	int64	min	4096	32768	8.27	8.27	8.27	0.00	0.00	0.00	3.96
allreduce	cuda	int64	min	8192	65536	8.25	8.25	8.25	0.00	0.00	0.00	7.94
allreduce	cuda	int64	min	16384	131072	8.31	8.31	8.31	0.00	0.00	0.00	15.77
allreduce	cuda	int64	min	32768	262144	8.33	8.33	8.33	0.00	0.00	0.00	31.47
allreduce	cuda	int64	min	65536	524288	8.50	8.50	8.50	0.00	0.00	0.00	61.68
allreduce	cuda	int64	min	131072	1048576	8.46	8.46	8.46	0.00	0.00	0.00	123.95
allreduce	cuda	int64	min	262144	2097152	8.68	8.68	8.68	0.00	0.00	0.00	241.61
allreduce	cuda	int64	min	524288	4194304	9.73	9.73	9.73	0.00	0.00	0.00	431.07
allreduce	cuda	int64	min	1048576	8388608	10.76	10.76	10.76	0.00	0.00	0.00	779.61
allreduce	cuda	int64	min	2097152	16777216	14.97	14.97	14.97	0.00	0.00	0.00	1120.72
allreduce	cuda	int64	min	4194304	33554432	31.27	31.27	31.27	0.00	0.00	0.00	1073.06
allreduce	cuda	int64	min	8388608	67108864	53.48	53.48	53.48	0.00	0.00	0.00	1254.84
allreduce	cuda	int64	min	16777216	134217728	97.29	97.29	97.29	0.00	0.00	0.00	1379.56
allreduce	cuda	int64	min	33554432	268435456	184.88	184.88	184.88	0.00	0.00	0.00	1451.94
allreduce	cuda	int64	min	67108864	536870912	363.64	363.64	363.64	0.00	0.00	0.00	1476.38
allreduce	cuda	int64	max	1024	8192	8.44	8.44	8.44	0.00	0.00	0.00	0.97
allreduce	cuda	int64	max	2048	16384	8.28	8.28	8.28	0.00	0.00	0.00	1.98
allreduce	cuda	int64	max	4096	32768	8.47	8.47	8.47	0.00	0.00	0.00	3.87
allreduce	cuda	int64	max	8192	65536	8.39	8.39	8.39	0.00	0.00	0.00	7.81
allreduce	cuda	int64	max	16384	131072	8.39	8.39	8.39	0.00	0.00	0.00	15.62
allreduce	cuda	int64	max	32768	262144	8.39	8.39	8.39	0.00	0.00	0.00	31.24
allreduce	cuda	int64	max	65536	524288	8.52	8.52	8.52	0.00	0.00	0.00	61.54
allreduce	cuda	int64	max	131072	1048576	8.52	8.52	8.52	0.00	0.00	0.00	123.07
allreduce	cuda	int64	max	262144	2097152	8.73	8.73	8.73	0.00	0.00	0.00	240.22
allreduce	cuda	int64	max	524288	4194304	9.71	9.71	9.71	0.00	0.00	0.00	431.96
allreduce	cuda	int64	max	1048576	8388608	10.77	10.77	10.77	0.00	0.00	0.00	778.89
allreduce	cuda	int64	max	2097152	16777216	14.98	14.98	14.98	0.00	0.00	0.00	1119.97
allreduce	cuda	int64	max	4194304	33554432	31.27	31.27	31.27	0.00	0.00	0.00	1073.06
allreduce	cuda	int64	max	8388608	67108864	53.38	53.38	53.38	0.00	0.00	0.00	1257.19
allreduce	cuda	int64	max	16777216	134217728	97.33	97.33	97.33	0.00	0.00	0.00	1379.00
allreduce	cuda	int64	max	33554432	268435456	184.97	184.97	184.97	0.00	0.00	0.00	1451.24
allreduce	cuda	int64	max	67108864	536870912	363.61	363.61	363.61	0.00	0.00	0.00	1476.50
allreduce	cuda-mng	float32	sum	1024	4096	12.27	12.27	12.27	0.00	0.00	0.00	0.33
allreduce	cuda-mng	float32	sum	2048	8192	12.04	12.04	12.04	0.00	0.00	0.00	0.68
